beer_id,look,smell,taste,feel,overall
138548,4.5,4.5,4.5,4.25,4.25
138548,4.0,3.5,4.0,4.0,4.0
138548,4.25,4.5,4.25,4.25,4.0
138548,3.75,3.75,4.0,3.75,3.75
138548,4.0,4.25,4.5,4.25,4.25
138548,3.5,3.5,3.0,3.25,3.25
138548,5.0,5.0,5.0,5.0,5.0
138548,4.5,2.75,2.0,3.0,2.0
138548,4.0,3.5,3.75,3.5,3.75
138548,4.5,3.75,3.75,4.25,3.75
138548,2.75,2.75,3.0,2.75,2.75
138548,4.5,3.75,3.5,3.5,3.5
138548,4.25,3.75,3.75,4.0,3.75
138548,3.5,3.5,4.0,3.75,3.75
138548,4.25,4.25,4.25,4.25,4.25
138548,3.25,4.25,4.25,3.75,4.0
138548,3.75,4.0,4.25,4.0,4.0
138548,4.0,4.0,4.0,4.0,4.0
138548,4.75,3.75,4.25,4.75,4.25
138548,5.0,5.0,5.0,5.0,5.0
138548,3.75,3.75,3.75,3.75,3.75
138548,5.0,5.0,5.0,5.0,5.0
138548,4.0,4.0,4.25,3.75,4.0
138548,4.0,3.5,3.75,3.75,3.75
138548,4.25,3.5,3.5,3.75,3.75
138548,3.75,4.0,3.75,3.5,3.75
138548,3.5,3.5,3.5,3.5,3.5
138548,3.75,3.5,3.25,3.5,3.5
138548,4.0,4.5,4.0,4.0,4.25
138548,3.5,3.5,3.75,3.5,3.5
138548,4.75,3.75,4.0,3.25,4.0
138548,5.0,5.0,5.0,5.0,5.0
138548,3.25,4.25,3.75,4.25,4.0
138548,3.25,2.0,3.25,3.25,3.25
138548,3.75,4.25,4.5,4.0,4.25
138548,4.5,4.5,4.5,4.25,4.5
167073,4.25,4.25,4.25,4.25,4.25
167073,3.25,3.25,4.0,3.75,4.0
167073,3.5,3.5,3.5,3.25,3.5
167073,4.0,4.0,4.0,4.0,4.0
167073,4.0,3.75,4.0,4.0,4.0
167073,4.0,4.0,4.0,4.0,4.0
167073,3.5,3.5,3.5,3.5,3.5
330857,4.0,3.5,3.75,4.0,3.75
330857,3.75,3.5,4.0,4.0,3.75
330857,3.75,3.5,3.25,3.25,3.25
74706,3.75,3.5,3.5,3.5,3.5
74706,4.25,4.0,4.0,4.0,4.0
74706,3.5,3.5,3.5,3.5,3.5
74706,3.5,3.5,3.75,3.75,3.75
74706,3.75,3.75,3.75,3.75,3.75
74706,3.5,3.25,3.75,3.5,3.5
74706,3.75,4.0,3.75,3.5,3.75
74706,3.75,3.75,3.75,3.75,3.75
74706,4.0,3.75,4.0,3.75,3.75
74706,4.0,3.25,4.0,4.0,4.0
74706,5.0,5.0,5.0,5.0,5.0
74706,4.25,3.5,3.25,3.75,3.75
74706,2.75,2.75,3.0,3.0,3.0
74706,3.75,3.75,3.75,4.0,3.75
74706,3.75,3.75,4.5,4.5,4.25
74706,3.5,3.5,3.5,3.5,3.5
74706,4.0,3.5,3.75,3.25,3.5
74706,3.75,4.0,4.25,4.25,4.0
74706,4.0,3.25,3.5,3.5,3.75
74706,3.0,2.0,2.0,3.0,2.5
74706,3.75,3.25,3.75,3.75,3.5
74706,4.0,3.5,3.5,3.75,3.75
74706,4.0,3.75,3.75,3.75,3.5
74706,4.0,3.5,4.0,4.0,4.0
74706,3.25,3.25,3.25,3.25,3.25
74706,3.0,3.0,3.0,3.0,3.0
74706,3.5,3.25,3.25,3.0,3.0
74706,3.75,3.75,4.0,3.75,3.75
74706,3.75,3.5,4.25,3.75,4.0
74706,1.75,1.75,1.0,1.0,1.0
74706,3.75,3.5,3.5,3.75,3.5
74706,4.25,3.5,4.5,4.75,4.5
74706,3.5,3.5,3.5,3.25,3.25
74706,4.0,4.0,3.5,4.0,3.5
74706,4.0,2.0,1.0,3.0,2.0
74706,4.0,3.5,4.5,4.0,4.5
74706,3.0,2.5,2.5,3.0,2.5
212519,3.75,4.0,4.0,4.0,4.0
212519,3.75,3.75,3.5,3.75,3.5
212519,4.0,3.75,3.75,5.0,3.75
212519,4.75,4.75,4.75,4.75,4.75
212519,3.5,3.75,4.0,3.25,3.75
104926,3.75,3.75,3.5,3.75,3.75
104926,4.0,4.0,3.75,3.75,3.75
104926,3.75,3.75,3.75,3.75,3.75
104926,3.25,2.75,2.25,2.75,2.75
104926,4.25,4.75,4.5,4.5,4.5
104926,4.25,4.25,4.25,4.0,4.25
104926,3.75,3.75,4.0,4.0,3.75
104926,3.5,3.75,3.5,3.75,3.5
104926,4.5,4.75,4.75,4.5,4.75
232716,3.5,3.75,3.5,3.5,3.5
232716,3.25,3.5,3.75,4.0,3.5
232716,3.5,3.75,3.75,3.25,3.5
71309,3.75,3.75,3.75,3.75,3.75
71309,2.5,2.5,2.5,2.5,2.5
71309,3.5,3.25,3.0,3.75,3.25
71309,3.5,3.5,3.5,3.5,3.5
71309,4.0,3.75,3.75,3.5,3.75
71309,2.5,2.75,3.0,3.0,3.0
71309,3.5,3.5,3.5,3.5,3.5
71309,5.0,3.5,3.75,4.0,3.75
71309,2.0,2.25,1.75,1.75,2.0
71309,4.5,4.0,4.25,4.25,4.25
71309,3.25,3.75,3.5,3.25,3.25
71309,3.25,3.25,3.25,3.25,3.25
71309,2.5,2.5,2.75,2.5,2.5
71309,2.0,2.0,2.0,2.0,2.0
71309,4.0,4.0,4.0,4.0,4.0
71309,4.5,3.75,3.75,4.75,3.75
71309,3.5,3.75,4.0,4.0,4.0
71309,3.75,3.5,3.75,3.75,3.5
71309,4.0,3.25,3.25,3.25,3.25
71309,3.75,3.5,3.75,3.25,3.75
71309,4.0,4.0,4.0,3.75,3.75
71309,3.0,3.0,3.0,3.0,3.0
71309,3.0,3.25,3.5,3.5,3.5
71309,3.25,3.25,3.25,3.25,3.25
71309,3.0,3.25,2.25,3.0,2.0
71309,3.75,3.25,3.25,3.25,3.25
71309,3.0,4.0,3.5,3.5,3.5
261704,3.0,3.0,3.0,3.0,3.0
261704,4.5,4.0,4.25,4.25,4.25
261704,5.0,5.0,5.0,5.0,5.0
261704,4.25,4.5,4.5,4.5,4.5
261704,4.0,4.0,3.75,4.0,4.0
261704,4.25,4.0,4.0,4.0,4.0
261704,3.75,3.75,3.75,3.75,3.75
188112,3.75,3.75,3.75,3.75,3.75
188112,4.25,4.0,4.0,3.75,4.0
188112,3.75,3.75,3.75,3.75,3.75
188112,3.75,3.5,3.25,3.0,3.25
239302,3.25,3.25,3.5,3.75,3.5
239302,3.0,2.75,2.5,2.75,2.75
239302,4.0,3.25,3.75,3.75,3.75
239302,3.5,3.5,3.5,3.5,3.5
55872,3.5,3.5,4.0,3.5,3.5
55872,4.0,3.0,4.5,4.0,4.0
155028,4.0,3.5,3.5,3.5,3.75
155028,4.0,4.0,4.0,4.0,4.0
155028,3.5,2.75,3.5,2.75,3.5
155028,4.5,4.0,4.0,3.75,4.0
155028,4.25,4.0,3.75,4.25,4.25
155028,4.0,3.75,3.5,3.5,3.5
155028,3.0,3.0,3.0,3.0,3.0
155028,3.5,3.5,3.5,3.5,3.5
155028,4.25,4.0,4.0,4.25,4.25
155028,4.0,3.5,3.5,3.75,3.5
155028,4.25,4.25,4.25,4.25,4.25
155028,4.25,4.0,4.75,4.25,4.25
155028,3.75,4.0,3.5,3.75,3.75
155028,4.5,4.25,4.5,4.25,4.5
155028,4.25,4.0,3.75,3.5,4.0
155028,4.25,3.75,3.25,3.75,3.5
155028,4.0,3.75,3.75,2.75,3.25
155028,4.5,2.75,3.75,4.25,3.75
155028,4.0,4.5,4.25,4.0,4.0
155028,4.0,4.0,4.0,4.0,4.0
155028,4.0,4.0,4.5,4.0,4.25
155028,4.25,4.0,4.0,3.75,3.75
155028,4.25,4.0,3.75,3.75,4.0
155028,3.75,4.0,4.0,4.0,4.0
155028,5.0,5.0,5.0,5.0,5.0
155028,3.5,3.0,3.75,3.5,3.0
155028,4.25,4.75,4.25,4.25,4.5
155028,2.25,2.25,2.25,2.25,2.25
155028,4.0,4.5,5.0,4.5,4.75
155028,4.5,4.5,4.5,3.75,4.5
155028,4.0,4.0,4.0,4.0,4.0
155028,4.0,4.25,4.5,4.0,4.25
155028,4.0,4.0,3.0,3.0,3.25
155028,4.0,4.0,4.25,3.75,4.0
155028,4.0,3.75,4.25,4.0,4.0
155028,3.5,3.75,3.25,3.25,3.25
155028,3.75,3.5,3.75,3.75,3.5
155028,4.0,4.0,3.75,3.75,3.75
190702,4.0,3.5,3.5,3.75,3.75
190702,4.25,4.25,4.25,4.25,4.25
190702,3.0,3.0,3.75,3.0,3.0
190702,4.0,4.0,4.0,4.0,4.0
190702,4.0,4.0,4.25,4.0,4.0
113110,4.25,3.75,3.75,3.75,3.75
113110,3.5,3.5,3.25,3.25,3.25
113110,3.5,3.5,3.5,3.5,3.5
113110,3.75,3.5,3.5,3.25,3.5
113110,4.0,3.75,3.75,3.5,3.5
113110,2.5,2.25,2.5,2.75,2.25
113110,3.75,4.0,3.75,3.0,3.5
113110,4.0,4.0,4.0,4.0,4.0
113110,4.0,4.0,3.5,3.75,3.75
113110,3.25,3.5,3.75,3.5,3.5
113110,3.75,3.75,3.75,3.75,3.75
113110,3.25,3.5,3.0,3.0,3.0
113110,3.5,3.75,3.5,3.5,3.5
113110,3.75,4.0,4.0,3.5,3.75
113110,3.75,3.5,3.75,3.75,3.75
113110,3.75,3.75,3.75,3.75,3.5
113110,3.5,3.5,3.25,3.25,3.25
113110,3.5,4.5,4.5,4.0,4.25
254889,3.0,4.5,4.25,4.0,4.25
254889,4.25,4.25,4.25,4.25,4.25
254889,1.0,2.0,2.5,4.0,1.25
254889,4.25,4.25,4.25,4.25,4.25
254889,4.5,4.25,4.5,4.0,4.25
254889,4.0,3.25,4.0,4.0,4.0
231370,4.0,4.0,4.0,4.0,4.0
231370,4.0,4.0,4.25,4.0,4.0
231370,3.75,3.5,3.75,3.5,3.75
198729,3.0,3.0,3.0,3.0,3.0
198729,3.0,3.0,3.0,3.0,3.0
198729,4.0,3.5,3.0,3.25,3.25
306421,3.75,4.0,3.75,3.75,3.75
106471,4.25,4.5,3.75,4.25,4.25
106471,4.5,4.25,4.25,4.25,4.25
106471,4.0,3.5,3.5,4.5,3.75
106471,4.5,4.5,4.5,4.5,4.5
306421,4.25,4.25,3.25,3.25,3.25
306421,3.75,4.0,4.0,3.75,3.75
306421,2.75,3.25,3.0,3.25,3.0
296443,4.0,4.0,4.0,4.0,4.0
296443,4.0,5.0,4.0,4.0,4.0
296443,4.0,4.0,4.0,4.0,4.0
296443,3.5,3.5,3.5,3.5,3.5
296443,3.75,3.75,3.75,3.75,3.75
296443,3.5,3.5,3.75,3.75,3.75
296443,3.75,3.5,3.75,3.5,3.5
296443,3.75,4.0,3.5,3.75,3.5
296443,4.0,3.75,3.75,4.0,4.0
296443,1.0,1.25,3.0,3.0,3.0
296443,3.75,3.5,3.75,3.75,3.75
296443,4.0,3.75,3.75,3.75,3.75
296443,4.5,4.5,4.5,4.5,4.5
296443,4.0,3.75,3.75,4.0,3.75
296443,3.75,3.75,3.75,3.75,3.75
296443,4.0,4.0,3.75,4.0,4.0
296443,3.5,3.5,4.0,4.0,4.0
296443,4.0,1.5,1.5,2.5,1.5
296443,3.5,3.5,3.75,4.0,3.75
296443,4.25,3.75,3.75,4.25,3.75
296443,3.75,4.25,4.0,4.25,4.0
176502,4.5,4.5,4.5,4.5,4.5
176502,4.0,3.75,3.75,3.5,4.0
176502,3.5,4.0,4.0,3.75,4.0
307804,3.5,3.75,3.5,3.75,3.5
307804,4.25,3.75,4.0,3.75,4.0
307804,3.75,3.5,3.75,3.75,3.75
307804,3.75,3.75,3.75,3.75,3.75
307804,3.5,4.0,4.0,4.0,4.0
307804,4.0,4.25,4.0,4.0,4.0
307804,3.75,3.75,3.75,4.0,3.75
307804,4.0,4.0,4.25,4.25,4.0
126069,3.0,3.5,3.5,3.5,3.5
126069,3.5,3.5,3.5,3.25,3.5
126069,3.75,3.5,3.75,3.5,3.75
126069,3.25,3.25,3.5,3.75,3.5
126069,3.75,3.5,3.25,3.0,3.25
126069,3.75,3.25,3.25,3.5,3.5
126069,3.5,3.25,3.5,3.25,3.5
126069,3.5,3.0,3.0,3.25,3.0
126069,3.5,3.25,3.0,3.0,3.0
126069,3.5,2.75,2.5,3.0,2.75
126069,3.5,3.5,3.5,3.5,3.5
126069,3.5,3.25,2.75,3.0,3.0
126069,3.5,3.25,3.0,3.0,3.25
126069,4.0,3.75,4.0,4.25,4.0
126069,3.75,3.5,3.75,3.75,3.5
126069,4.0,3.75,4.0,4.25,4.0
126069,2.75,1.5,2.5,2.25,2.5
126069,3.5,3.25,3.25,3.25,3.25
126069,3.0,3.0,3.25,3.0,3.0
126069,3.0,3.75,4.0,4.0,4.0
126069,4.0,4.0,4.0,4.0,4.0
126069,3.5,3.0,3.5,3.75,3.5
126069,3.0,2.5,2.75,3.0,3.0
126069,3.5,3.5,3.5,3.5,3.5
126069,3.5,2.75,2.75,3.0,2.75
227462,4.75,4.0,3.75,4.0,3.75
227462,3.5,3.5,3.5,3.5,3.25
227462,4.0,4.0,4.5,4.25,4.25
227462,4.0,3.75,3.75,3.75,3.75
227462,4.25,4.25,4.25,4.25,4.25
227462,4.0,4.25,4.25,4.0,4.25
227462,4.25,4.0,4.25,4.25,4.25
57927,3.0,3.0,3.0,3.0,3.0
57927,4.0,4.75,4.5,4.5,4.25
57927,3.5,3.5,3.5,3.5,3.5
57927,2.5,3.25,4.25,4.0,3.75
57927,3.75,4.25,4.0,3.75,4.0
57927,3.75,3.75,3.5,3.5,3.5
57927,4.0,4.5,4.0,4.0,4.0
57927,4.0,4.0,4.5,4.5,4.0
57927,4.0,3.5,3.5,4.0,4.0
228072,4.25,4.25,4.25,4.25,4.25
228072,3.75,3.75,4.0,4.0,3.75
228072,3.5,3.25,3.25,3.25,3.25
332720,3.75,3.75,4.0,3.75,3.75
332720,3.75,3.75,3.75,3.75,3.75
332720,3.75,3.75,3.75,3.5,3.75
332720,4.0,4.25,4.0,4.0,4.0
332720,4.0,4.0,4.0,4.0,4.0
82446,3.5,3.5,3.75,3.75,3.5
82446,3.75,4.0,3.75,3.75,3.75
82446,4.0,3.75,3.75,4.0,3.75
82446,4.0,4.0,4.0,4.0,4.0
82446,3.5,3.5,3.0,3.5,3.5
82446,4.0,4.0,4.0,4.0,4.0
82446,3.75,4.0,3.75,4.0,3.75
82446,3.75,4.0,3.75,3.75,3.75
82446,3.0,3.0,3.0,3.0,3.0
82446,3.75,3.75,3.75,3.75,3.75
82446,4.5,4.25,4.5,5.0,4.5
82446,5.0,4.5,4.75,4.5,4.5
82446,3.75,3.5,3.5,4.0,3.75
82446,4.0,4.25,4.25,4.0,4.25
82446,3.75,3.5,3.25,4.0,3.5
82446,4.25,4.25,3.75,4.0,4.0
82446,3.75,3.75,4.5,4.25,4.25
82446,4.0,4.5,4.0,3.0,4.0
82446,3.25,3.5,2.75,2.75,2.75
82446,3.75,4.0,3.75,4.0,3.75
82446,3.75,3.75,4.25,4.0,4.0
82446,4.25,3.75,4.0,3.5,4.0
82446,4.0,3.75,3.75,3.75,3.75
82446,5.0,4.75,4.5,4.75,4.75
82446,4.0,4.0,4.0,4.25,3.75
82446,4.0,4.0,3.75,3.75,3.75
82446,4.75,4.5,4.5,4.0,4.5
82446,4.25,4.25,4.25,4.0,4.25
82446,3.75,4.25,4.0,4.25,4.25
82446,4.25,4.25,4.5,4.0,4.25
82446,3.0,3.0,3.5,3.5,3.25
82446,4.0,3.75,4.0,3.75,4.0
82446,4.0,4.0,4.5,3.75,4.25
82446,4.0,4.25,3.75,4.0,4.0
82446,3.5,2.75,3.25,3.25,3.25
82446,4.0,4.25,4.25,4.25,4.25
82446,4.0,4.0,4.25,4.0,4.0
82446,3.75,3.75,3.75,3.75,3.75
82446,4.0,3.75,4.25,4.5,4.25
82446,3.75,4.0,4.0,4.0,4.0
82446,4.0,3.75,3.75,4.25,4.0
82446,4.0,3.75,3.75,4.0,3.75
82446,3.75,3.75,3.75,3.5,3.75
82446,4.25,3.75,4.5,3.5,4.0
82446,4.25,3.25,3.75,4.0,3.75
82446,4.0,4.0,4.0,4.0,4.0
82446,4.25,4.25,4.25,4.25,4.25
82446,5.0,3.0,1.0,1.75,2.0
82446,4.0,4.25,3.5,4.5,3.75
82446,4.0,4.25,4.0,3.5,3.75
82446,3.75,3.25,3.5,3.75,3.5
82446,3.0,3.0,3.0,3.0,3.0
82446,4.5,4.25,4.5,4.5,4.5
82446,4.0,4.25,3.75,4.0,4.0
82446,4.25,4.25,4.25,4.25,4.25
82446,3.5,3.75,4.0,3.75,3.75
82446,3.0,3.5,3.5,3.25,3.5
82446,3.5,3.5,3.75,3.75,3.75
82446,2.75,3.25,2.25,2.5,2.5
82446,3.75,3.0,4.5,4.25,4.0
82446,3.5,3.25,4.0,3.0,3.75
82446,3.0,3.5,3.0,3.5,3.0
82446,4.0,4.0,3.5,3.0,3.5
82446,4.0,3.5,3.0,3.5,3.0
203573,3.75,3.75,3.75,4.0,3.75
203573,4.0,4.0,4.0,4.0,4.0
203573,4.5,4.25,4.5,4.5,4.25
203573,3.5,3.5,3.5,3.5,3.5
203573,3.75,3.75,3.75,3.75,3.75
48579,3.75,3.5,3.5,3.5,3.5
48579,3.75,3.75,3.75,3.5,3.5
48579,3.75,3.5,3.75,4.0,3.75
48579,2.75,3.5,3.0,3.0,3.0
48579,4.0,3.75,4.25,4.0,4.25
48579,4.0,4.0,4.25,4.25,4.0
48579,3.75,3.5,4.0,4.0,3.75
48579,3.5,3.5,3.5,3.5,3.5
48579,3.75,3.75,3.75,3.75,3.75
48579,3.0,3.25,3.25,3.25,3.25
48579,4.25,4.25,4.25,4.25,4.0
48579,4.0,4.0,3.75,3.5,3.75
48579,4.0,3.5,3.5,4.0,3.5
48579,3.75,3.75,3.5,3.75,3.75
48579,3.5,3.0,3.25,3.25,3.25
48579,3.5,3.5,3.5,3.5,3.5
48579,4.25,4.0,4.25,4.0,4.0
48579,3.75,3.75,4.0,3.75,3.75
48579,3.5,3.5,3.5,3.5,3.5
48579,3.75,3.5,3.75,3.5,3.5
48579,4.0,4.0,3.5,3.5,4.0
48579,3.5,3.5,3.5,3.5,3.5
48579,3.5,4.0,3.5,4.0,3.5
48579,4.5,3.5,4.0,3.5,4.0
48579,4.5,3.5,4.0,4.0,4.0
48579,4.0,3.5,3.5,4.0,3.5
48579,4.0,3.5,4.0,4.0,4.0
48579,4.0,4.5,4.0,4.0,4.5
48579,3.5,3.5,3.5,4.0,3.5
48579,4.0,4.5,4.5,4.5,4.5
48625,3.5,3.0,4.5,3.75,3.75
48625,3.5,3.5,3.5,3.5,3.5
48625,4.0,4.0,4.5,4.5,4.5
48625,3.75,3.5,3.75,3.5,3.75
48625,3.75,3.5,3.75,3.75,3.75
48625,3.5,3.75,3.75,3.25,3.5
48625,4.0,4.0,4.0,4.0,4.0
48625,3.75,4.0,3.75,2.75,3.75
48625,3.75,3.5,4.0,3.75,3.75
48625,3.0,3.0,2.75,2.75,3.0
48625,3.5,3.0,4.5,4.0,3.75
48625,4.0,4.0,4.0,4.0,4.0
48625,3.5,3.5,3.5,3.5,3.5
48625,3.75,3.75,3.75,3.75,3.75
48625,5.0,4.5,5.0,4.0,4.5
310918,4.25,4.5,4.0,4.0,4.0
310918,4.0,3.5,2.5,3.5,3.0
310918,4.25,4.25,4.0,4.0,4.0
48625,3.75,4.0,4.0,4.0,4.0
48625,3.5,3.5,3.75,3.75,3.5
48625,4.0,3.0,4.5,4.5,4.5
48625,4.25,4.25,4.5,4.25,4.5
48625,3.0,3.0,3.0,3.0,3.0
48625,3.25,3.25,3.25,3.25,3.25
48625,3.5,3.0,3.0,3.25,3.0
48625,4.5,4.5,4.75,4.75,4.5
48625,3.0,3.25,3.0,3.0,3.0
48625,4.0,4.25,4.0,4.0,4.25
48625,4.0,4.0,4.0,4.0,4.0
48625,4.0,4.0,4.0,4.0,4.0
48625,4.0,4.0,4.25,4.0,4.0
48625,3.75,3.75,3.5,3.25,3.5
48625,4.0,4.0,4.0,4.0,4.0
48625,4.0,4.0,4.5,4.0,4.25
48625,3.5,3.25,3.5,3.25,3.5
48625,3.75,3.75,3.5,3.75,3.75
48625,3.25,4.0,4.0,3.75,4.25
48625,3.5,3.5,3.5,3.5,3.5
48625,3.75,3.25,4.0,4.0,4.0
48625,4.0,4.0,4.0,4.0,4.0
48625,3.75,3.5,4.0,4.0,4.0
48625,3.75,3.75,3.75,3.75,3.75
48625,3.75,3.25,3.25,3.5,3.25
48625,3.75,3.5,3.75,3.75,3.75
48625,4.0,3.75,4.25,4.0,4.0
48625,4.0,4.0,3.75,3.0,3.75
48625,4.0,3.5,3.5,3.25,3.5
48625,3.75,3.5,4.5,4.25,4.25
48625,3.75,3.75,3.75,3.75,3.75
48625,4.0,4.25,4.25,4.5,4.25
48625,4.0,3.75,4.0,4.0,4.0
48625,3.25,3.25,3.5,3.75,3.5
48625,3.5,3.5,3.75,4.0,3.5
48625,3.5,3.75,4.0,4.0,3.75
48625,3.5,3.5,3.5,3.5,3.5
48625,4.0,3.75,4.0,3.75,4.0
48625,4.0,3.75,3.75,3.5,3.75
48625,3.0,3.0,2.5,3.0,3.0
48625,3.25,3.25,3.25,3.25,3.25
48625,4.25,4.0,4.0,4.0,4.0
48625,3.5,4.0,4.0,3.75,3.75
48625,3.5,3.5,3.5,3.5,3.5
48625,3.25,3.0,4.5,4.5,4.0
48625,4.25,4.25,4.25,4.25,4.25
48625,3.5,3.5,3.5,3.5,3.5
48625,3.5,3.75,3.75,3.5,3.75
48625,3.75,3.75,4.0,4.0,3.75
48625,3.75,3.5,4.0,4.0,4.0
48625,4.0,3.75,3.75,3.75,4.25
48625,3.75,3.0,4.0,4.0,3.5
48625,4.0,3.25,3.0,3.0,3.0
48625,2.5,2.5,3.0,3.25,3.25
48625,4.0,4.0,4.0,4.0,4.0
48625,3.75,3.5,3.5,3.5,3.5
48625,3.75,3.5,3.75,3.5,3.5
48625,4.0,4.0,4.0,4.0,4.0
48625,3.75,4.0,3.75,3.75,3.75
48625,4.0,3.5,3.75,3.5,3.75
48625,4.0,3.5,3.75,3.75,3.75
48625,4.0,4.0,4.5,4.0,4.5
48625,3.75,4.0,4.25,4.0,4.0
48625,4.0,4.0,4.0,4.25,4.0
48625,3.5,3.5,3.5,3.5,3.5
48625,4.0,4.0,4.0,4.0,4.0
48625,3.75,3.75,4.0,3.75,3.75
48625,3.75,3.75,3.5,3.25,3.5
48625,4.0,3.75,4.0,3.75,4.0
48625,3.5,3.5,3.75,3.5,3.5
48625,4.25,4.0,4.0,4.25,4.0
48625,4.0,3.5,4.0,4.0,4.0
48625,4.0,4.0,3.5,3.75,3.75
48625,4.0,4.0,3.75,3.75,3.75
48625,3.75,4.0,4.0,3.75,4.0
48625,4.0,3.75,4.0,3.75,4.0
48625,4.0,4.0,4.25,4.25,4.25
48625,5.0,4.5,4.0,4.0,4.0
48625,4.0,3.0,3.5,3.5,3.5
310918,4.25,4.5,4.25,4.25,4.25
310918,4.25,4.25,4.25,4.25,4.25
310918,4.0,4.0,4.25,4.0,4.25
310918,3.75,3.75,3.75,3.75,3.75
310918,4.25,4.25,4.5,4.25,4.25
310918,4.5,4.0,4.25,4.25,4.25
310918,4.0,4.0,4.0,4.25,4.0
310918,4.25,4.5,4.25,4.25,4.25
310918,4.25,4.25,3.5,4.25,4.0
310918,4.0,4.0,4.0,4.0,4.0
310918,4.5,4.25,3.75,4.25,4.0
310918,4.5,4.5,4.5,4.25,4.5
48625,4.0,3.5,3.5,4.0,4.0
48625,4.0,2.5,4.0,4.5,4.5
48625,4.5,4.0,4.0,5.0,5.0
278110,3.75,3.75,4.25,4.5,4.25
278110,3.75,4.0,4.0,3.75,4.0
278110,3.5,3.5,3.25,3.5,3.5
278110,4.0,4.0,4.25,4.25,4.25
327514,4.25,4.0,4.25,4.0,4.25
327514,4.5,3.5,4.0,4.25,4.0
327514,4.25,4.25,4.25,4.25,4.25
327514,4.0,4.0,4.0,4.0,4.0
327514,4.0,3.75,4.0,4.25,4.0
307669,4.5,5.0,4.5,4.75,4.5
307669,4.25,4.25,4.25,4.25,4.25
307669,4.25,4.0,4.0,4.0,4.0
280185,3.75,3.75,3.75,3.75,3.75
280185,4.0,4.0,4.0,4.0,4.0
280185,3.5,3.25,3.75,3.75,3.5
280185,4.25,4.25,4.0,4.0,4.0
280185,3.5,3.5,3.5,3.5,3.5
280185,4.0,4.0,4.0,4.0,4.0
280185,4.0,3.75,3.75,3.75,3.75
280185,3.25,4.0,3.75,4.0,3.75
280185,3.5,3.75,3.75,3.75,3.75
280185,4.0,3.75,4.0,4.0,4.0
280185,3.75,3.5,3.75,3.5,3.75
280185,1.0,1.0,1.0,1.0,1.0
280185,4.0,3.5,3.75,3.75,3.75
280185,4.0,3.75,3.75,4.25,3.75
280185,3.5,3.75,3.75,3.5,3.5
280185,3.75,3.75,3.75,3.75,3.75
280185,4.0,4.0,4.0,4.0,4.0
280185,3.25,3.25,3.0,3.0,3.25
280185,4.0,4.0,4.5,4.25,4.25
280185,3.75,3.5,3.5,3.5,3.25
280185,2.5,3.0,3.25,4.5,3.25
280185,3.75,3.5,3.75,3.75,3.75
280185,3.75,3.75,4.0,4.25,4.0
280185,3.75,3.75,4.0,4.0,4.0
