beer_id,beer_name,beer_style,look,smell,taste,feel,overall,availability,abv,brewery_id,brewery_name,city,state,country,types
151646,Vanilla Mocha Sunset,American Black Ale,3.9671052631578947,3.9407894736842106,3.9539473684210527,3.8552631578947367,3.9276315789473686,Rotating,7.2,28255,Buffalo Bayou Brewing Co,Houston,TX,US,"Brewery, Bar"
248970,Tropikal Rotundone,Belgian Saison,3.85,3.85,3.725,3.75,3.7,Fall,9.1,28255,Buffalo Bayou Brewing Co,Houston,TX,US,"Brewery, Bar"
77956,Buffalo Bayou 1836,American Amber / Red Ale,3.6720779220779223,3.396103896103896,3.4642857142857144,3.487012987012987,3.4642857142857144,Year-round,5.9,28255,Buffalo Bayou Brewing Co,Houston,TX,US,"Brewery, Bar"
182893,Peppermint Gingerbread Stout,Herb and Spice Beer,3.95,4.25,4.05,3.95,4.1,Rotating,10.0,28255,Buffalo Bayou Brewing Co,Houston,TX,US,"Brewery, Bar"
217273,Sam's Wake N' Bake,American Cream Ale,3.78125,3.7708333333333335,3.8020833333333335,3.75,3.7604166666666665,Rotating,5.8,28255,Buffalo Bayou Brewing Co,Houston,TX,US,"Brewery, Bar"
136132,Great White Buffalo,Belgian Witbier,3.6595744680851063,3.6808510638297873,3.6968085106382977,3.6808510638297873,3.675531914893617,Year-round,5.8,28255,Buffalo Bayou Brewing Co,Houston,TX,US,"Brewery, Bar"
159673,Great Blue Buffalo,Belgian Witbier,3.611111111111111,3.5277777777777777,3.5555555555555554,3.5277777777777777,3.4722222222222223,Rotating,5.8,28255,Buffalo Bayou Brewing Co,Houston,TX,US,"Brewery, Bar"
109800,Wit X-Mas,Belgian Witbier,4.5,4.5,4.5,4.5,4.5,Rotating,6.2,28255,Buffalo Bayou Brewing Co,Houston,TX,US,"Brewery, Bar"
155639,Buffalo Bayou Black Raz,American Imperial Stout,3.9318181818181817,3.9393939393939394,3.909090909090909,3.8484848484848486,3.893939393939394,Rotating,8.0,28255,Buffalo Bayou Brewing Co,Houston,TX,US,"Brewery, Bar"
79911,Secessionist #2 (Chai Porter),American Porter,4.041666666666667,3.8333333333333335,3.6666666666666665,3.7708333333333335,3.6875,Rotating,7.0,28255,Buffalo Bayou Brewing Co,Houston,TX,US,"Brewery, Bar"
89150,Double Buffalo,American Strong Ale,3.5,3.4,3.35,3.4,3.4,Rotating,8.9,28255,Buffalo Bayou Brewing Co,Houston,TX,US,"Brewery, Bar"
142582,Pumpkin Spice Latte,Pumpkin Beer,3.838235294117647,3.985294117647059,3.838235294117647,3.7941176470588234,3.823529411764706,Fall,9.5,28255,Buffalo Bayou Brewing Co,Houston,TX,US,"Brewery, Bar"
98753,"Figaro, Figaro, Figaro, FIIIGAAARO",Belgian Quadrupel (Quad),3.7,3.6875,3.7,3.5875,3.6625,Fall,11.0,28255,Buffalo Bayou Brewing Co,Houston,TX,US,"Brewery, Bar"
130722,Cucumber Wit,Belgian Witbier,3.5833333333333335,3.75,3.75,3.75,3.7083333333333335,Rotating,5.9,28255,Buffalo Bayou Brewing Co,Houston,TX,US,"Brewery, Bar"
78677,Secessionist #1 (Gingerbread Stout),American Imperial Stout,3.888888888888889,3.8055555555555554,3.662037037037037,3.6944444444444446,3.689814814814815,Rotating,10.0,28255,Buffalo Bayou Brewing Co,Houston,TX,US,"Brewery, Bar"
108720,Red Velvet,English Sweet / Milk Stout,3.713235294117647,3.6323529411764706,3.6544117647058822,3.5808823529411766,3.639705882352941,Rotating,6.5,28255,Buffalo Bayou Brewing Co,Houston,TX,US,"Brewery, Bar"
297290,Almond Darling Clementine,Belgian Witbier,3.9166666666666665,3.9166666666666665,3.8333333333333335,3.75,3.8333333333333335,Rotating,6.3,28255,Buffalo Bayou Brewing Co,Houston,TX,US,"Brewery, Bar"
147204,Cranberry Wit,Belgian Witbier,3.6875,3.625,3.65625,3.5625,3.625,Rotating,5.8,28255,Buffalo Bayou Brewing Co,Houston,TX,US,"Brewery, Bar"
255257,Comrade Cowbell,American Barleywine,4.0,3.9166666666666665,3.8333333333333335,3.8333333333333335,3.8333333333333335,Fall,9.8,28255,Buffalo Bayou Brewing Co,Houston,TX,US,"Brewery, Bar"
114890,Abrikoos,Belgian IPA,3.9545454545454546,4.0,4.068181818181818,3.977272727272727,4.090909090909091,Rotating,7.0,28255,Buffalo Bayou Brewing Co,Houston,TX,US,"Brewery, Bar"
273511,Dreamsicle,American Cream Ale,3.5625,3.5625,3.5625,3.625,3.5625,Rotating,6.0,28255,Buffalo Bayou Brewing Co,Houston,TX,US,"Brewery, Bar"
111924,Lenin's Revenge,Russian Imperial Stout,3.810344827586207,3.6293103448275863,3.646551724137931,3.6724137931034484,3.663793103448276,Rotating,9.5,28255,Buffalo Bayou Brewing Co,Houston,TX,US,"Brewery, Bar"
155069,Buffalo Bayou 1836 (Cedar),American Amber / Red Ale,3.75,3.5,3.75,3.5,3.5833333333333335,Rotating,5.9,28255,Buffalo Bayou Brewing Co,Houston,TX,US,"Brewery, Bar"
180665,Bananas Foster,German Weizenbock,3.5681818181818183,3.4204545454545454,3.3068181818181817,3.397727272727273,3.3068181818181817,Rotating,8.6,28255,Buffalo Bayou Brewing Co,Houston,TX,US,"Brewery, Bar"
113273,Brown Buffalo Rye'd,American Brown Ale,3.8333333333333335,3.3333333333333335,3.3333333333333335,2.8333333333333335,3.0,Rotating,7.3,28255,Buffalo Bayou Brewing Co,Houston,TX,US,"Brewery, Bar"
85970,Smoke On The Bayou,Scotch Ale / Wee Heavy,3.8448275862068964,3.543103448275862,3.603448275862069,3.6293103448275863,3.6293103448275863,Rotating,9.0,28255,Buffalo Bayou Brewing Co,Houston,TX,US,"Brewery, Bar"
89889,Buffalo Sunset,American Black Ale,3.984375,3.84375,3.828125,3.65625,3.75,Year-round,9.2,28255,Buffalo Bayou Brewing Co,Houston,TX,US,"Brewery, Bar"
170155,Rotundone,Belgian Saison,3.8214285714285716,3.75,3.5476190476190474,3.6785714285714284,3.607142857142857,Spring,8.2,28255,Buffalo Bayou Brewing Co,Houston,TX,US,"Brewery, Bar"
109799,Buffalo Sunrise,American Black Ale,4.083333333333333,3.9166666666666665,4.0,4.0,4.0,Rotating,9.0,28255,Buffalo Bayou Brewing Co,Houston,TX,US,"Brewery, Bar"
333260,Thin Mint Stout,American Imperial Stout,3.6666666666666665,4.333333333333333,4.083333333333333,3.9166666666666665,4.333333333333333,Winter,9.4,28255,Buffalo Bayou Brewing Co,Houston,TX,US,"Brewery, Bar"
221098,Beez Nutz,American Porter,3.7916666666666665,3.6875,3.75,3.6875,3.7291666666666665,Rotating,8.2,28255,Buffalo Bayou Brewing Co,Houston,TX,US,"Brewery, Bar"
304118,Amaretto By Morning,American Cream Ale,3.5,3.5833333333333335,3.4166666666666665,3.4166666666666665,3.4166666666666665,Rotating,5.8,28255,Buffalo Bayou Brewing Co,Houston,TX,US,"Brewery, Bar"
207464,Merry Buffing Xmas,American IPA,4.0,4.0,4.0,4.03125,3.96875,Winter,7.5,28255,Buffalo Bayou Brewing Co,Houston,TX,US,"Brewery, Bar"
138548,Dawn Of The Dank,American Imperial IPA,4.059782608695652,3.9184782608695654,3.972826086956522,3.9510869565217392,3.9456521739130435,Rotating,11.77,34119,Old Town Brewhouse,Lewisville,TX,US,"Brewery, Bar"
138732,Drunkin Pumkin,Pumpkin Beer,4.25,4.083333333333333,4.416666666666667,4.25,4.416666666666667,Rotating,6.8,34119,Old Town Brewhouse,Lewisville,TX,US,"Brewery, Bar"
157043,Jack Froth,Winter Warmer,3.9375,3.625,4.0625,3.875,3.875,Rotating,6.5,34119,Old Town Brewhouse,Lewisville,TX,US,"Brewery, Bar"
222114,Spring Kleaning,American Strong Ale,3.8125,4.0,3.875,3.8125,3.6875,Rotating,9.75,34119,Old Town Brewhouse,Lewisville,TX,US,"Brewery, Bar"
155182,Donut Dunker,American Porter,3.99,4.11,4.09,3.9,4.01,Rotating,5.5,34119,Old Town Brewhouse,Lewisville,TX,US,"Brewery, Bar"
242339,Betty Whyte,Belgian Pale Ale,3.4375,3.5625,3.625,3.5,3.5625,Rotating,8.0,34119,Old Town Brewhouse,Lewisville,TX,US,"Brewery, Bar"
169904,Union Black IPA,American Black Ale,4.527777777777778,4.361111111111111,4.5,4.527777777777778,4.472222222222222,Year-round,8.04,34119,Old Town Brewhouse,Lewisville,TX,US,"Brewery, Bar"
257740,Ho-Lee-Chit IPA,American IPA,3.9,3.9,4.05,3.75,4.0,Rotating,6.9,34119,Old Town Brewhouse,Lewisville,TX,US,"Brewery, Bar"
114242,Golden Girl,American Blonde Ale,4.0,3.9,3.9,4.05,3.85,Year-round,6.0,34119,Old Town Brewhouse,Lewisville,TX,US,"Brewery, Bar"
114243,Hoppy Dazed,American IPA,4.6,4.6,4.55,4.6,4.55,Year-round,7.3,34119,Old Town Brewhouse,Lewisville,TX,US,"Brewery, Bar"
114244,Best Mistake Stout,American Imperial Stout,4.267857142857143,4.178571428571429,4.232142857142857,4.125,4.25,Year-round,6.5,34119,Old Town Brewhouse,Lewisville,TX,US,"Brewery, Bar"
163692,Angry Leprechaun,Irish Red Ale,4.166666666666667,4.0,4.083333333333333,4.0,4.0,Rotating,6.0,34119,Old Town Brewhouse,Lewisville,TX,US,"Brewery, Bar"
167073,Brown IPA,American Brown Ale,3.7857142857142856,3.75,3.892857142857143,3.8214285714285716,3.892857142857143,Rotating,6.8,37507,The Collective Brewing Project,Fort Worth,TX,US,"Brewery, Bar, Beer-to-go"
254889,Whiskey Mango Petite Golden Sour,American Wild Ale,3.5,3.75,3.9583333333333335,4.083333333333333,3.7083333333333335,Rotating,4.5,37507,The Collective Brewing Project,Fort Worth,TX,US,"Brewery, Bar, Beer-to-go"
296443,Cup O' Beer,Leipzig Gose,3.7261904761904763,3.619047619047619,3.6785714285714284,3.8095238095238093,3.6904761904761907,Rotating,4.7,37507,The Collective Brewing Project,Fort Worth,TX,US,"Brewery, Bar, Beer-to-go"
217478,Urban Funkhouse,Belgian Saison,3.848684210526316,3.7960526315789473,3.8092105263157894,3.776315789473684,3.8026315789473686,Rotating,7.2,37507,The Collective Brewing Project,Fort Worth,TX,US,"Brewery, Bar, Beer-to-go"
251849,Old Ale,English Old Ale,3.4583333333333335,3.4166666666666665,3.3333333333333335,3.4583333333333335,3.5,Rotating,7.8,37507,The Collective Brewing Project,Fort Worth,TX,US,"Brewery, Bar, Beer-to-go"
148744,Petite Golden Sour,American Wild Ale,3.9097222222222223,3.9131944444444446,4.006944444444445,3.9722222222222223,4.020833333333333,Rotating,3.5,37507,The Collective Brewing Project,Fort Worth,TX,US,"Brewery, Bar, Beer-to-go"
144477,Mustache Rye'd,American Porter,3.7738095238095237,3.7738095238095237,3.761904761904762,3.738095238095238,3.8452380952380953,Year-round,5.7,37507,The Collective Brewing Project,Fort Worth,TX,US,"Brewery, Bar, Beer-to-go"
200669,American Sour Red,Flanders Red Ale,4.0234375,4.1328125,4.25,4.21875,4.203125,Rotating,6.5,37507,The Collective Brewing Project,Fort Worth,TX,US,"Brewery, Bar, Beer-to-go"
206099,End Of The Weak,English Sweet / Milk Stout,3.7954545454545454,3.7613636363636362,3.8181818181818183,3.7613636363636362,3.7954545454545454,Rotating,7.3,37507,The Collective Brewing Project,Fort Worth,TX,US,"Brewery, Bar, Beer-to-go"
259440,Bière de Garde,French Bière de Garde,3.4545454545454546,3.3636363636363638,3.3636363636363638,3.2954545454545454,3.3863636363636362,Rotating,5.7,37507,The Collective Brewing Project,Fort Worth,TX,US,"Brewery, Bar, Beer-to-go"
244606,Wood Folk,American Wild Ale,4.011904761904762,4.190476190476191,4.261904761904762,4.285714285714286,4.309523809523809,Rotating,7.4,37507,The Collective Brewing Project,Fort Worth,TX,US,"Brewery, Bar, Beer-to-go"
176929,Aaaapes In Spaaace,American IPA,3.8333333333333335,4.083333333333333,4.0,3.75,3.8333333333333335,Rotating,5.2,37507,The Collective Brewing Project,Fort Worth,TX,US,"Brewery, Bar, Beer-to-go"
144479,Pale Galaxy,American IPA,3.826923076923077,3.9615384615384617,3.769230769230769,4.076923076923077,3.7884615384615383,Year-round,5.2,37507,The Collective Brewing Project,Fort Worth,TX,US,"Brewery, Bar, Beer-to-go"
301217,Brett Smashy (Cascade),Belgian Saison,3.9,3.8,3.85,3.85,3.85,Rotating,6.0,37507,The Collective Brewing Project,Fort Worth,TX,US,"Brewery, Bar, Beer-to-go"
193637,Suspicious Delicious,Belgian Saison,3.8846153846153846,3.9423076923076925,3.967948717948718,3.9358974358974357,3.8974358974358974,Rotating,6.9,37507,The Collective Brewing Project,Fort Worth,TX,US,"Brewery, Bar, Beer-to-go"
321597,Cranjam,American Wild Ale,4.1,3.95,3.85,3.8,3.85,Rotating,4.5,37507,The Collective Brewing Project,Fort Worth,TX,US,"Brewery, Bar, Beer-to-go"
338885,Matcha Do About Nothing,American IPA,3.4166666666666665,2.9166666666666665,2.4166666666666665,3.0833333333333335,2.6666666666666665,Rotating,6.5,37507,The Collective Brewing Project,Fort Worth,TX,US,"Brewery, Bar, Beer-to-go"
303893,Brettshake IPA,American IPA,3.925,3.8,3.825,3.85,3.875,Rotating,6.5,37507,The Collective Brewing Project,Fort Worth,TX,US,"Brewery, Bar, Beer-to-go"
337104,Blueberry Lime Gose,Leipzig Gose,3.8214285714285716,3.8214285714285716,4.035714285714286,4.0,4.0,Rotating,4.7,37507,The Collective Brewing Project,Fort Worth,TX,US,"Brewery, Bar, Beer-to-go"
234073,Funky Thunder,American Wild Ale,3.6184210526315788,3.6184210526315788,3.6578947368421053,3.5526315789473686,3.5657894736842106,Rotating,5.0,37507,The Collective Brewing Project,Fort Worth,TX,US,"Brewery, Bar, Beer-to-go"
226391,Raspberry Petite Golden Sour,American Wild Ale,3.55,4.225,3.95,4.15,3.925,Rotating,4.5,37507,The Collective Brewing Project,Fort Worth,TX,US,"Brewery, Bar, Beer-to-go"
212219,Belwegian Norwegian Spiced,Belgian Dubbel,3.642857142857143,4.071428571428571,3.9285714285714284,3.892857142857143,3.5714285714285716,Winter,7.0,37507,The Collective Brewing Project,Fort Worth,TX,US,"Brewery, Bar, Beer-to-go"
148743,Tropic Thunder,Belgian Saison,3.6634615384615383,3.576923076923077,3.5384615384615383,3.625,3.6634615384615383,Rotating,5.0,37507,The Collective Brewing Project,Fort Worth,TX,US,"Brewery, Bar, Beer-to-go"
330857,Dubbel Coffee Porter,Belgian Dubbel,3.8333333333333335,3.5,3.6666666666666665,3.75,3.5833333333333335,Rotating,7.0,49549,Celis Brewery,Austin,TX,US,"Brewery, Bar"
312219,Grand Cru,Belgian Tripel,4.0227272727272725,4.045454545454546,4.090909090909091,4.068181818181818,4.090909090909091,Year-round,8.6,49549,Celis Brewery,Austin,TX,US,"Brewery, Bar"
340180,Celis Raspberry,Belgian Witbier,3.5833333333333335,3.6458333333333335,3.5416666666666665,3.5833333333333335,3.5625,Summer,5.0,49549,Celis Brewery,Austin,TX,US,"Brewery, Bar"
299268,Pale Bock,German Bock,3.75,3.6805555555555554,3.5972222222222223,3.6875,3.6458333333333335,Year-round,4.9,49549,Celis Brewery,Austin,TX,US,"Brewery, Bar"
291851,Citrus Grandis,American IPA,3.8472222222222223,3.7222222222222223,3.7152777777777777,3.75,3.7291666666666665,Year-round,5.0,49549,Celis Brewery,Austin,TX,US,"Brewery, Bar"
291853,White,Belgian Witbier,4.004716981132075,4.023584905660377,4.05188679245283,4.023584905660377,4.0424528301886795,Year-round,4.9,49549,Celis Brewery,Austin,TX,US,"Brewery, Bar"
330856,Dark Odyssey,English Oatmeal Stout,3.875,3.75,3.75,3.625,3.75,Rotating,7.0,49549,Celis Brewery,Austin,TX,US,"Brewery, Bar"
74706,Cow Creek,Vienna Lager,3.695945945945946,3.4121621621621623,3.5405405405405403,3.608108108108108,3.5337837837837838,Rotating,5.4,25622,Twisted X Brewing Company,Dripping Springs,TX,US,"Brewery, Bar"
71309,Twisted X Premium Tex Mex Lager,American Lager,3.4166666666666665,3.3333333333333335,3.314814814814815,3.361111111111111,3.287037037037037,Year-round,5.1,25622,Twisted X Brewing Company,Dripping Springs,TX,US,"Brewery, Bar"
134774,Siesta,Fruit and Field Beer,2.875,3.0,3.0,3.0,3.0,Summer,5.5,25622,Twisted X Brewing Company,Dripping Springs,TX,US,"Brewery, Bar"
161903,Calypso,American IPA,3.375,3.375,3.375,3.3125,3.3125,Rotating,6.1,25622,Twisted X Brewing Company,Dripping Springs,TX,US,"Brewery, Bar"
270734,Hye-Biscus,American Blonde Ale,3.4722222222222223,3.388888888888889,3.3055555555555554,3.2777777777777777,3.3055555555555554,Year-round,5.5,25622,Twisted X Brewing Company,Dripping Springs,TX,US,"Brewery, Bar"
205243,Later Days Strong Ale,American Strong Ale,4.5,4.083333333333333,4.166666666666667,4.333333333333333,4.083333333333333,Rotating,7.0,25622,Twisted X Brewing Company,Dripping Springs,TX,US,"Brewery, Bar"
72446,Fuego,Chile Beer,3.5073529411764706,3.3088235294117645,3.3676470588235294,3.3823529411764706,3.3970588235294117,Year-round,6.5,25622,Twisted X Brewing Company,Dripping Springs,TX,US,"Brewery, Bar"
240384,Later Days Session IPA,American IPA,3.5208333333333335,3.625,3.625,3.5208333333333335,3.625,Rotating,5.5,25622,Twisted X Brewing Company,Dripping Springs,TX,US,"Brewery, Bar"
173725,Oatis,German Hefeweizen,4.0,3.6666666666666665,3.5833333333333335,3.6666666666666665,3.5833333333333335,Rotating,8.1,25622,Twisted X Brewing Company,Dripping Springs,TX,US,"Brewery, Bar"
303962,Whoa-Mango,American IPA,3.6041666666666665,3.5625,3.6458333333333335,3.6041666666666665,3.6458333333333335,Summer,5.8,25622,Twisted X Brewing Company,Dripping Springs,TX,US,"Brewery, Bar"
244347,Austin Lager,American Lager,3.388888888888889,3.138888888888889,3.138888888888889,3.2777777777777777,3.111111111111111,Year-round,5.2,25622,Twisted X Brewing Company,Dripping Springs,TX,US,"Brewery, Bar"
106257,Chupahopra,American IPA,3.8055555555555554,3.5659722222222223,3.5659722222222223,3.5868055555555554,3.5868055555555554,Rotating,7.5,25622,Twisted X Brewing Company,Dripping Springs,TX,US,"Brewery, Bar"
73326,Senor Viejo,German Schwarzbier,3.858695652173913,3.847826086956522,3.8260869565217392,3.8369565217391304,3.8152173913043477,Rotating,8.2,25622,Twisted X Brewing Company,Dripping Springs,TX,US,"Brewery, Bar"
212519,Little Man's Complex,English Oatmeal Stout,3.95,4.0,4.0,4.15,3.95,Winter,10.0,41464,Noble Rey Brewing Company,Dallas,TX,US,"Brewery, Bar, Beer-to-go"
356687,Tropical Combat Firefighter,American IPA,3.5833333333333335,3.6666666666666665,3.5833333333333335,3.5,3.5833333333333335,Summer,6.2,41464,Noble Rey Brewing Company,Dallas,TX,US,"Brewery, Bar, Beer-to-go"
235312,Sex In A Canoe,American Light Lager,3.7708333333333335,3.6666666666666665,3.8125,3.8541666666666665,3.8333333333333335,Year-round,4.2,41464,Noble Rey Brewing Company,Dallas,TX,US,"Brewery, Bar, Beer-to-go"
190684,Steam Punk,California Common / Steam Beer,3.4375,3.4375,3.517857142857143,3.517857142857143,3.5,Year-round,5.2,41464,Noble Rey Brewing Company,Dallas,TX,US,"Brewery, Bar, Beer-to-go"
356036,European Vacation,Belgian Saison,3.8,3.8,3.5,3.65,3.6,Summer,5.0,41464,Noble Rey Brewing Company,Dallas,TX,US,"Brewery, Bar, Beer-to-go"
354672,Pink Tuxedo,American Wild Ale,4.083333333333333,4.333333333333333,4.25,4.333333333333333,4.25,Year-round,6.23,41464,Noble Rey Brewing Company,Dallas,TX,US,"Brewery, Bar, Beer-to-go"
202956,Vertigo,American Imperial IPA,3.856060606060606,3.8333333333333335,3.8636363636363638,3.946969696969697,3.893939393939394,Year-round,9.5,41464,Noble Rey Brewing Company,Dallas,TX,US,"Brewery, Bar, Beer-to-go"
311362,Tactical Combat Firefighter,American IPA,3.59375,3.625,3.6875,3.78125,3.71875,Year-round,6.2,41464,Noble Rey Brewing Company,Dallas,TX,US,"Brewery, Bar, Beer-to-go"
190759,BA Baracus,American Brown Ale,3.75,3.7777777777777777,3.8472222222222223,3.736111111111111,3.7777777777777777,Year-round,6.0,41464,Noble Rey Brewing Company,Dallas,TX,US,"Brewery, Bar, Beer-to-go"
235314,Bridesmaids' Tears Sour Saison,Belgian Saison,3.826923076923077,3.8461538461538463,3.8653846153846154,3.7884615384615383,3.8653846153846154,Summer,6.6,41464,Noble Rey Brewing Company,Dallas,TX,US,"Brewery, Bar, Beer-to-go"
194451,Off The Leash,American Amber / Red Ale,3.740740740740741,3.6296296296296298,3.8055555555555554,3.759259259259259,3.7314814814814814,Year-round,6.0,41464,Noble Rey Brewing Company,Dallas,TX,US,"Brewery, Bar, Beer-to-go"
